LevelOfTrust;ScanTimeInSeconds;TotalBasketValue;ScannedProducts;CountOfVoidedScans;ActivateWithoutScan;ModifiedQuantities
3;1058;37.32;4;6;4;1
4;481;2.05;17;4;7;3
4;1680;56.09;19;1;2;4
4;670;69.78;6;4;4;5
6;345;71.44;20;1;0;3
4;210;50.58;27;8;10;3
6;1421;2.53;12;10;1;1
4;1075;82.65;23;6;2;1
1;1089;89.7;19;8;8;5
5;1300;57.68;19;8;9;2
4;1062;75.26;11;5;8;2
5;1889;90.66;9;11;7;0
3;757;35.54;24;6;3;0
2;1088;11.22;26;1;3;1
1;440;52.54;27;4;5;0
4;1022;6.67;6;4;9;5
6;1493;58.03;24;10;9;0
6;506;75.09;2;6;9;3
5;1398;61.86;22;6;7;2
2;327;92.14;29;1;10;3
4;1490;71.41;16;1;4;2
6;606;52.32;14;2;4;1
5;551;90.28;10;4;10;1
6;1578;20.52;26;11;10;2
6;1211;84.76;3;0;10;5
5;530;36.52;28;6;3;1
6;430;89.59;11;6;2;3
1;1610;55.79;28;5;3;5
6;1524;22.56;14;4;0;0
1;1412;38.81;25;11;7;0
6;842;65.98;26;6;9;1
5;84;81.17;8;0;9;5
4;1814;22.16;9;6;9;4
3;1073;11.9;15;3;10;3
4;152;22.25;27;8;5;3
1;256;76.61;15;10;1;3
5;698;0.37;20;1;4;4
2;1446;8.55;3;7;10;0
3;144;92.34;1;1;6;2
5;1813;81.31;1;3;4;2
2;548;70;28;9;10;2
2;180;16.01;10;7;9;1
1;1019;84.92;21;3;4;4
2;359;78.19;1;0;9;2
4;1844;86.01;4;3;6;0
2;1350;72.23;23;3;2;4
4;961;5.27;25;4;7;4
1;861;98.25;28;11;6;5
1;1154;12.54;17;5;5;2
3;1618;72.76;6;1;7;2
1;1656;3.29;1;7;7;3
4;958;43.42;24;7;6;2
5;1557;3.33;27;5;1;5
1;452;30.46;19;7;6;1
5;610;27.01;4;10;10;1
5;261;98.66;14;7;4;0
6;335;19.09;1;5;3;3
4;258;84.23;2;3;1;2
1;130;39.6;3;4;10;3
5;1758;36.32;15;10;6;0
4;1687;81.82;24;11;3;4
2;1663;82.94;12;1;9;1
3;785;44.74;23;0;7;1
2;1105;79.17;4;4;3;4
1;1187;4.44;30;4;1;0
5;1391;25.24;25;7;1;0
4;878;100.24;24;4;3;3
1;1346;58.92;6;8;6;1
6;217;61.39;27;8;1;0
1;1459;14.57;4;0;4;3
4;1024;14.1;16;1;4;3
5;1720;54.33;26;11;1;0
6;1518;32.71;15;3;6;0
5;143;21.36;10;1;10;2
6;1328;69.67;19;2;5;5
1;667;90.96;20;2;0;3
6;256;83.74;4;1;10;2
1;152;93.56;18;2;3;4
3;1705;10.81;15;3;0;0
2;119;70.28;7;6;2;2
4;1625;61.65;26;10;0;3
3;1575;85.96;17;0;10;3
3;1177;30.94;3;5;5;3
2;1576;57.59;14;1;4;1
3;202;86.76;18;8;9;3
5;770;38.73;9;9;9;3
3;1325;66.91;10;4;10;0
4;46;21.59;2;3;5;3
1;215;68.26;1;5;6;5
3;1117;63.92;1;10;10;2
4;1537;2.19;17;7;8;1
1;691;71.43;14;4;9;0
5;475;78.4;29;3;8;0
2;1431;31.32;27;10;3;2
1;1676;40.48;9;4;2;5
5;1487;38.8;17;9;6;2
3;156;20.81;24;8;7;1
1;991;45.16;1;0;4;5
2;771;6.68;10;4;1;5
5;1601;44.19;5;8;9;0
6;1143;86.13;10;10;3;3
6;1861;52.06;4;8;7;0
3;232;50.23;5;4;1;5
3;174;49.76;18;11;2;3
1;1611;80.09;18;9;8;3
1;1371;54.03;1;7;10;1
3;1622;16.32;17;6;8;4
5;789;84.43;1;2;2;1
4;1809;44.66;11;2;1;5
4;175;51.54;28;1;3;4
3;562;79.63;22;3;9;5
6;1274;30.39;13;5;2;5
1;160;66.05;23;4;10;3
1;611;91.96;9;3;7;3
2;496;38.06;21;2;3;0
4;1364;60.02;19;2;6;5
2;1507;48.52;13;0;10;4
4;1090;32.77;14;5;1;2
3;90;23.12;10;4;5;3
1;1113;67.81;2;4;3;2
4;448;56.7;5;1;5;0
5;1303;5.26;1;1;1;1
4;867;44.44;8;0;1;5
3;876;41.59;25;10;6;5
2;1447;27.82;20;0;10;3
5;1802;78.23;6;9;9;0
1;695;53.01;26;7;10;1
1;544;78.36;2;4;1;1
3;996;74.6;2;6;10;3
3;694;71.33;8;9;10;1
3;1231;27.21;22;6;6;1
1;990;18.86;17;1;10;3
2;1149;17.55;15;11;3;0
6;522;44.9;22;10;5;5
4;1093;91.12;20;11;5;4
6;1510;12.3;26;9;5;0
5;197;32.32;11;4;4;1
5;1455;69.2;9;9;5;2
2;666;96.2;28;7;0;4
5;1162;29.63;6;1;4;4
2;596;1.89;14;9;9;3
4;680;84.16;21;10;5;1
6;784;40.63;12;7;1;4
6;493;99.43;8;0;0;3
6;489;48.83;26;8;9;1
1;1484;9.74;30;11;9;1
5;227;91.8;24;8;4;3
1;1078;89.53;29;11;7;4
2;227;97.24;11;11;0;2
4;969;99.21;8;6;5;3
5;66;63.56;27;5;3;1
2;395;27.25;14;0;10;2
3;186;32.68;11;8;8;1
3;1355;39.59;30;9;4;5
2;429;35.46;9;2;2;5
3;1682;23.12;28;10;9;3
3;1644;65.17;8;7;5;1
1;267;10.36;6;0;6;3
1;1492;39.5;26;10;8;0
4;1230;77.29;27;9;5;2
2;1384;18.52;24;11;6;5
4;1664;73.3;29;9;6;2
5;1571;71.87;30;4;3;0
2;1597;48.2;2;1;8;0
6;1173;20.5;23;5;0;0
3;88;43.58;11;8;8;4
1;130;23.83;11;6;0;2
1;902;24.81;13;5;10;2
4;81;5.69;11;10;9;0
3;127;16.26;1;6;2;4
5;929;65.27;20;8;0;0
2;115;63.18;1;9;5;4
5;1103;85.64;7;2;1;2
1;1559;85.71;30;3;6;0
3;1295;74.8;4;3;10;2
3;1615;88.59;17;3;3;4
6;995;49.02;26;6;1;2
1;637;38.76;25;10;8;1
6;971;83.29;24;11;1;1
5;1749;17.5;8;6;4;5
6;291;81.66;28;2;5;3
1;1515;52.24;11;6;4;3
4;678;14.47;18;4;2;1
4;1289;62.6;3;3;8;5
1;1228;37.14;13;9;4;4
4;1576;95.63;29;7;2;3
2;403;90.26;28;11;10;0
6;121;66.2;26;1;3;5
2;690;94.77;23;9;2;3
2;949;5.2;6;2;3;0
3;367;63.19;23;2;8;1
4;1759;29.03;16;0;5;2
1;1821;80.94;28;8;4;1
6;879;1.1;14;2;5;0
5;160;12.05;21;10;0;2
1;1714;89.61;12;0;2;5
4;1731;30.92;12;1;7;5
6;1405;24.08;17;2;0;1
1;1094;78.47;15;8;9;3
1;1324;18.47;14;9;10;1
5;1490;67.93;20;6;7;2
1;138;62.62;19;2;7;1
5;168;4.1;22;4;1;5
6;852;89.21;22;11;1;3
5;1730;20.56;25;9;1;3
6;712;38.92;30;11;5;3
2;81;15.68;20;5;4;0
6;323;56.84;8;0;3;3
6;1407;43.35;21;1;5;5
2;126;3.6;21;2;3;0
5;419;88.33;30;5;8;3
2;1365;62.13;16;1;7;1
3;1778;6.31;15;0;2;3
1;667;94.85;26;7;5;1
3;236;72.98;14;8;2;1
5;1787;93.14;5;0;3;3
2;1547;22.62;18;9;2;4
2;740;75.95;14;5;7;2
5;167;50.41;11;3;5;0
3;1059;91.76;29;3;4;1
5;174;37.21;15;0;1;5
2;785;42.35;13;8;5;1
2;1271;48.36;2;5;0;2
6;28;32.77;13;10;7;0
6;1332;6.35;19;9;0;5
1;567;81.64;5;11;7;0
4;491;87.41;24;5;9;3
3;1685;26.48;16;6;4;2
4;466;50.66;14;9;0;4
3;11;32.06;18;4;1;2
1;50;90.81;9;8;1;2
1;1072;2.73;14;3;7;2
2;308;20.94;29;8;5;1
3;162;13.65;24;0;10;3
2;1213;52.58;19;3;0;0
5;1522;60.61;1;10;1;5
1;259;52.1;3;1;3;4
5;801;49;9;11;9;1
2;1830;28.55;30;8;5;4
6;1648;87.57;16;3;0;4
3;1042;7.18;16;4;5;3
6;968;33.22;28;7;7;5
2;166;10.7;28;4;8;5
6;18;4.21;6;0;6;0
2;594;2.53;23;11;1;1
4;401;83.25;17;11;3;5
2;1692;9.42;26;10;6;0
6;1494;73.86;14;9;9;1
3;320;84.83;1;6;2;2
4;1754;52.16;1;2;4;2
1;1724;96.66;23;2;7;4
6;970;20.73;23;2;8;3
2;651;85.61;25;10;0;2
3;1498;73.52;24;9;3;0
5;1417;73.93;1;6;9;2
1;420;8.1;18;4;9;5
6;934;6.7;29;3;6;5
2;719;15.96;30;8;0;2
2;1094;9.43;26;10;1;1
3;1035;1.17;18;8;4;4
1;1676;103.01;28;0;0;4
3;244;43.86;9;7;7;0
6;507;79.81;6;6;7;4
5;395;73.29;4;3;2;5
5;201;65.7;9;1;5;1
6;286;93.04;21;6;8;2
4;783;103.35;26;8;5;5
3;95;8.22;3;2;2;4
4;1671;80.32;9;0;5;1
6;1337;65.28;13;5;10;0
1;1810;78.35;13;1;2;5
2;1221;8;23;8;0;5
3;1099;59.96;7;8;4;4
6;1453;18.47;25;7;7;3
2;1676;84.2;11;10;9;1
5;973;45.53;9;3;1;2
4;246;75.79;3;3;1;0
3;1350;95.3;2;11;3;3
1;539;17.32;6;9;0;2
6;337;72.11;25;10;9;1
3;1671;59.19;14;3;1;4
3;873;45.9;24;11;7;2
3;542;26.81;2;7;7;4
5;1267;67.09;1;5;5;1
5;313;40.91;11;4;1;3
4;811;21.38;25;11;9;3
2;300;84.4;24;0;6;0
5;1633;11.65;29;1;3;0
5;614;33.17;4;9;8;1
1;1465;24.38;2;6;7;1
1;475;85.46;14;1;3;3
4;608;18.1;1;4;5;2
3;865;88.59;15;11;5;3
1;140;17.78;20;7;9;4
2;609;70.9;15;10;7;5
3;656;94.81;20;1;7;4
2;1474;56.05;12;1;1;3
6;622;54.41;10;1;3;1
5;941;11.4;18;0;9;1
4;346;90.54;15;5;5;2
4;938;46.91;27;11;4;1
6;959;36.69;10;3;5;3
5;1620;73.71;14;8;5;1
1;1023;20.79;6;1;0;1
5;1485;41.21;2;11;4;1
3;870;64.34;11;10;4;2
2;440;97.74;14;3;4;2
4;682;30.87;12;9;2;3
6;496;61.23;25;0;7;4
5;456;27.04;7;9;10;4
3;773;78.9;16;6;9;3
3;303;16.93;5;1;10;3
3;1671;14.28;7;5;3;0
1;125;61.69;24;9;6;4
2;834;10.32;16;7;0;2
3;1749;82.51;30;2;6;4
6;303;49.91;30;10;8;2
4;1228;78.78;21;2;10;5
6;1536;45.52;9;6;2;0
3;1218;74.9;14;7;8;5
6;619;53.82;28;5;6;2
5;1712;87.95;25;1;6;5
4;584;67.17;3;10;7;2
6;442;83.23;13;3;1;1
3;1697;43.43;6;0;10;2
2;1180;27.14;22;6;2;2
6;424;49.12;11;10;6;0
3;1172;7.54;25;8;7;5
5;1019;83.43;27;0;6;5
3;1193;35.76;26;10;10;3
3;104;91.51;8;1;3;1
5;1366;84.45;4;0;10;3
3;371;57.92;23;11;1;3
5;101;87.87;7;10;6;3
1;1621;16.43;28;7;2;0
3;456;66.45;27;8;8;0
6;602;58.99;4;2;3;3
6;904;35.62;14;2;6;3
3;1551;54.91;19;4;8;3
6;1175;45.34;4;0;1;5
5;966;15.6;8;11;5;5
5;1084;88.52;6;4;4;0
2;246;95.52;25;11;4;4
1;1251;72.17;6;0;9;5
2;136;68.58;14;5;10;2
2;1328;74.44;7;5;4;5
2;1426;4.36;21;0;7;0
3;834;97.21;10;0;6;3
4;1171;31.02;16;11;2;3
4;1825;28.92;27;6;4;0
1;492;69.65;10;8;9;4
5;445;4.23;14;4;7;4
1;922;92.92;16;4;8;5
4;150;6.2;6;11;1;5
6;1643;83.83;28;6;10;3
3;518;96.82;30;0;4;0
4;1202;34.88;19;4;6;1
5;1285;94.03;13;8;10;3
3;301;73.3;5;0;1;2
5;116;26.1;23;1;10;2
5;1221;67.26;28;10;6;2
5;1738;88.82;18;1;8;4
6;1430;13.17;18;1;5;4
6;1580;60.12;10;0;6;3
3;978;22.35;15;4;6;1
6;1712;24.7;11;9;4;2
6;1011;22.14;15;9;5;5
3;1683;19.41;27;1;7;1
1;952;96.82;12;0;0;5
4;400;103.95;21;9;5;1
3;1330;20.8;12;8;10;1
1;670;60.44;15;4;10;2
3;524;62.27;6;1;6;0
5;1591;59;29;2;5;3
3;1451;6.17;17;3;7;3
3;720;67.07;29;10;7;2
4;1014;2.58;1;11;10;3
1;909;91.57;26;4;9;0
5;460;87.73;4;4;3;1
1;325;28.18;15;11;2;0
2;179;80.91;8;3;4;2
2;1689;54.18;4;0;6;2
1;373;17.73;15;1;0;3
2;156;30.18;18;9;10;0
1;670;20.84;24;8;1;5
4;1323;35.39;25;10;2;4
2;659;57.74;10;6;2;2
4;1271;55.59;24;6;0;1
5;817;88.73;9;7;6;3
5;1859;93.11;4;6;4;5
3;1760;72.11;24;0;8;1
1;73;64.01;28;8;0;5
4;1206;28.57;25;11;3;0
2;637;27.3;16;6;3;4
6;199;4.52;11;7;5;2
5;731;74.89;14;3;7;5
5;147;34.13;2;11;6;0
5;404;19.63;18;4;0;5
1;1106;51.58;20;7;3;2
6;1729;52.37;18;7;7;5
1;266;61.45;2;0;10;5
5;112;99.51;9;5;3;0
1;576;91.12;24;5;4;3
3;523;65.85;22;3;7;0
1;1602;58.76;15;3;3;4
2;31;58.09;24;0;2;2
5;339;53.23;13;4;8;3
1;353;66.2;8;8;9;5
1;149;47.89;9;6;7;3
6;202;89.37;9;4;6;0
4;990;89.72;13;0;5;0
5;884;80.78;23;4;1;1
6;1452;56.18;16;3;5;5
6;1498;48.81;16;7;4;3
2;1277;61.07;1;1;0;4
4;437;101.63;1;2;6;4
4;775;12.59;14;3;4;0
2;1185;22.95;6;2;10;1
4;179;16.14;21;5;5;2
4;888;19.94;10;0;5;5
2;1116;13.52;5;2;4;5
1;981;85.03;13;1;4;0
3;703;84.6;1;10;1;4
3;1407;28.97;11;7;1;2
1;1485;37.74;24;0;3;5
6;1874;76.06;18;9;5;1
5;667;88.64;4;7;4;4
6;1225;93.93;17;2;5;0
6;152;46.08;1;5;10;0
3;433;45.36;8;9;6;0
6;911;88.61;16;6;9;3
5;1098;20.33;26;5;4;4
4;1020;94.38;28;3;9;2
2;1313;48.02;30;9;3;1
6;1174;76.1;24;7;3;5
2;584;8.55;5;11;1;2
2;662;89.24;6;1;3;2
6;579;7.68;12;7;6;2
1;355;85.16;21;3;0;2
4;439;51.05;20;0;7;2
5;1015;12.53;15;11;6;3
3;115;65.53;25;2;5;1
5;1804;82.2;25;8;8;2
5;759;62.9;21;4;6;2
2;1391;61.12;29;8;10;0
1;1094;19.99;9;3;8;3
1;1264;0.18;4;5;4;0
1;367;33.29;2;8;1;0
5;953;63.95;17;3;6;2
1;138;59.52;27;10;2;4
6;1447;87.87;7;10;0;4
6;344;38.75;15;5;5;4
3;1700;5.51;18;1;7;0
1;1568;86.88;7;3;8;5
3;242;37.29;7;10;6;5
5;1197;51.23;3;4;8;5
6;31;57.96;26;2;5;0
3;1195;56.21;4;10;6;5
6;1333;1.53;25;4;9;4
3;668;44.65;10;11;0;1
4;283;35.69;8;5;3;0
6;696;64.06;3;9;6;2
5;482;70.99;21;2;2;1
5;416;60.72;25;4;7;3
1;319;15.51;4;7;10;0
4;516;2.86;10;1;0;0
1;469;78.51;28;11;3;2
3;264;72.97;22;5;0;3
2;1048;11.86;24;1;5;2
2;1767;46.74;1;6;1;0
5;263;12.93;29;11;2;3
5;19;18.39;15;0;4;3
2;214;50.91;30;3;8;5
1;189;60.72;21;3;1;1
2;1629;74.39;9;5;3;2
1;360;39.34;27;10;0;0
5;22;39.54;16;5;1;3
3;1253;74.67;20;2;9;1
5;1260;83.14;29;6;3;5
6;1214;65.23;24;8;9;2
6;423;23.78;18;6;9;1
3;87;7.27;6;5;10;0
4;640;98.13;1;5;4;3
1;958;5.36;7;5;9;4
1;652;100.17;27;0;8;4
5;1379;30.83;17;5;4;5
6;1267;39.14;13;7;4;0
6;1491;30.15;15;1;10;5
3;529;39.65;30;6;0;5
6;650;17.56;6;0;2;2
6;1447;99.08;25;1;1;5
2;1744;20.04;2;7;1;3
2;1449;82.42;10;5;4;5
5;210;36.87;2;9;2;3
4;71;85.96;20;3;4;0
4;451;9.25;5;8;6;0
3;689;51.15;22;7;9;4
1;1764;51.97;9;7;10;5
6;584;68.44;22;5;4;4
6;75;81.27;22;3;7;1
6;1303;53.3;25;1;6;2
2;648;35.93;18;5;7;4
3;992;84.29;14;0;1;5
4;1170;65.25;5;8;10;4
4;1504;2.45;20;10;6;5
4;1405;58.41;5;3;8;0
6;216;83.9;18;10;0;0
4;1005;51.44;15;4;8;4
1;184;63.38;12;11;2;2
3;40;19.79;9;7;2;5
5;1335;90.1;19;7;4;3
3;1184;83.53;3;2;4;1
2;440;90.32;8;1;0;5
6;16;23.14;2;8;9;2
2;506;82.3;11;5;0;0
1;1829;4.49;29;10;8;5
5;448;8.63;8;11;2;0
3;1273;27.88;12;8;2;2
4;1296;95.76;10;0;2;2
5;1123;8.32;21;5;0;1
1;931;47.73;13;2;1;4
3;1344;51.74;7;4;9;3
6;1221;29.72;2;1;6;2
1;1487;52.96;15;5;5;4
3;206;47.52;1;9;9;3
4;581;58.77;9;6;7;5
4;446;84.93;18;0;10;2
3;948;46.54;21;7;4;0
3;9;95.86;17;8;9;2
6;1280;77.26;5;3;9;3
4;1581;30.34;13;8;6;3
5;252;89.32;7;3;10;1
2;1516;10.91;4;0;2;5
3;1365;56.8;5;6;0;3
3;1028;49.95;13;3;7;4
5;707;50.43;13;9;1;5
3;1320;8.62;9;3;4;0
5;135;28.85;15;10;10;4
1;27;81.43;29;2;7;4
2;638;7.61;15;8;0;4
2;284;95.58;23;2;10;0
2;724;70.57;27;11;5;0
4;292;39.83;21;4;2;5
2;322;20;9;6;6;2
1;1559;84.26;5;2;9;3
4;1657;18.97;29;7;7;3
3;1187;29.62;24;0;8;2
4;762;84.45;25;2;3;0
2;185;80.74;25;6;2;1
5;170;83.29;27;11;1;5
4;345;68.28;11;1;8;4
1;1592;71.1;22;1;1;2
4;426;8.79;16;3;4;0
2;1748;28.22;3;6;2;3
6;1562;96.93;18;11;8;3
5;951;67.47;4;10;2;3
5;1132;56.67;13;7;3;3
1;1806;49.52;27;10;10;4
4;140;91.38;28;1;1;0
6;958;60.72;5;4;7;4
4;1726;33.41;10;0;9;3
5;148;38.56;23;5;9;5
5;1755;90.16;27;10;0;0
5;12;4.34;28;10;7;1
4;402;62.46;18;11;2;1
4;627;63;29;6;0;5
2;27;63.93;13;2;3;3
5;1192;92.33;5;2;4;0
6;743;37.89;26;10;6;2
4;1520;91.41;18;8;3;2
5;1609;75.58;24;2;5;0
3;848;87.86;3;8;6;4
5;982;94.83;16;1;5;5
4;1214;84.55;12;10;5;5
3;1457;14.13;5;7;2;0
1;386;14.49;19;6;4;0
3;755;3.24;9;4;6;1
4;557;78.45;12;0;10;2
2;1010;93.86;24;6;3;4
6;547;48.34;28;6;2;3
6;1245;46.13;17;1;6;2
6;793;45.46;17;9;9;5
1;787;12.03;17;4;0;0
4;928;10.83;21;7;10;2
3;954;61.48;3;2;10;2
4;66;11.68;21;9;10;5
4;355;35.09;15;7;1;1
6;1583;31.69;24;9;8;1
6;227;60.02;8;3;9;5
1;49;86.06;23;5;8;1
3;1102;60.36;21;10;3;2
5;289;24.42;19;7;0;2
5;826;64.11;30;0;6;0
1;669;84.48;10;2;7;0
1;1011;47.79;28;6;8;1
6;1704;55.36;2;2;7;3
3;445;28.81;2;5;7;1
1;924;7.6;9;8;7;1
2;1315;89.15;20;6;5;3
1;1054;25.68;28;5;6;0
1;971;54.81;28;4;2;1
2;278;0.35;12;6;5;2
3;1265;84.54;26;5;8;3
4;1524;35.85;21;1;10;0
4;1205;48.32;15;3;9;2
5;405;27.52;6;4;9;3
6;1425;41.93;16;2;4;4
6;1316;42.7;6;2;3;2
6;1380;64.79;4;5;0;4
3;3;87.36;30;10;2;0
1;1172;18.42;17;10;0;4
4;193;53.88;13;5;10;2
4;1519;58.38;18;4;6;0
1;1145;59.95;23;8;8;1
5;1195;42.96;28;4;4;2
3;851;31.43;16;11;6;0
4;336;19.49;16;8;6;2
5;464;88.25;28;4;2;2
5;226;12.06;23;0;0;2
4;1126;25.32;23;6;8;1
2;193;15.02;4;9;4;2
3;334;75.73;16;2;0;5
3;1393;42.43;1;6;3;5
6;1257;53.21;19;10;6;4
4;1676;23.96;2;10;4;2
2;1622;61.01;30;4;4;5
3;736;15.1;1;2;0;3
2;1335;89.98;11;7;5;4
5;902;25.89;24;8;4;2
3;1601;65.99;17;3;7;1
1;1826;55.16;18;11;9;1
4;128;97.82;23;3;8;1
5;1237;42.06;24;9;4;3
5;1700;58.83;4;0;7;4
6;1760;103.01;12;9;7;1
2;5;58.53;23;9;6;0
3;1078;66.75;8;2;4;5
3;1337;57.95;13;7;10;4
2;760;63.96;11;3;5;3
6;230;69.13;30;5;7;0
5;660;81.39;28;1;6;1
1;374;55.66;15;10;6;3
3;1102;40.01;26;5;10;0
2;133;8.28;17;11;8;0
4;623;15.46;30;4;6;4
1;371;41.95;10;6;2;5
6;1026;96.75;21;10;2;1
1;1072;49.73;29;0;2;1
2;1484;21.64;17;7;0;3
1;877;0.9;20;6;1;1
6;265;94.24;29;8;0;2
6;1005;88.56;30;10;9;0
5;1834;85.3;17;6;0;1
5;935;17.63;23;8;6;5
2;1229;44.56;18;2;2;0
4;663;6.76;14;8;3;1
4;260;10.28;2;9;3;2
4;1624;9.53;12;6;3;2
5;172;47.63;23;9;8;2
1;1520;51.98;8;10;3;0
2;1856;86.02;13;9;0;0
5;1388;66.64;26;4;8;5
3;1610;82.94;26;8;5;5
5;973;1.28;1;11;8;4
1;1159;88.4;23;2;0;3
1;1606;14.83;28;3;2;1
5;17;65.77;9;2;5;5
2;1332;65.16;14;8;4;2
4;742;57.42;19;2;4;4
5;1136;95.58;5;11;5;0
3;1693;75.09;3;4;8;3
2;243;64.88;23;2;1;0
4;1693;103.74;28;1;8;0
5;1378;58.87;22;11;9;0
1;1562;69.61;24;3;3;0
2;1434;70.94;8;11;6;3
6;1425;87.74;12;7;8;2
2;626;48.57;2;10;6;3
1;1369;49.33;13;10;1;5
3;1211;69.49;6;0;8;2
6;1267;56.85;23;4;9;3
3;1544;11.93;9;6;0;0
5;239;20.83;3;8;1;2
2;342;56.81;24;11;9;4
4;557;49.78;1;4;3;3
4;1654;95.5;16;2;8;3
5;1692;70.25;17;4;6;4
5;811;34.53;21;5;9;1
6;1363;86.41;28;3;0;0
6;327;90.74;28;10;2;0
4;851;34.7;6;1;6;3
2;1140;44.49;19;3;10;0
1;1508;63.74;6;6;2;5
3;659;99.46;24;10;4;4
2;835;57.08;29;1;7;4
3;82;77.52;19;11;5;0
2;1661;36.42;18;8;10;4
6;1680;93.22;17;0;6;0
1;91;86.29;6;1;9;0
4;80;103.51;3;11;8;0
3;1758;68.04;12;0;3;5
4;1576;69.89;23;6;9;4
4;957;15.7;4;10;6;2
4;388;71.34;4;1;6;2
3;628;26.75;10;9;6;5
5;1683;44.35;29;2;3;3
2;1377;76.3;24;11;8;4
1;682;84.69;6;11;10;5
4;1718;40.39;3;6;7;1
6;452;20.15;3;10;3;4
4;710;90.83;21;1;8;1
4;1372;61.75;9;1;3;5
5;1337;53.07;26;3;9;5
1;1001;76.55;26;9;8;0
6;396;100.6;28;0;5;0
6;1734;92.49;4;0;7;4
1;347;90.67;2;3;6;1
1;1838;41.43;13;3;7;3
2;1567;50.27;18;3;3;1
1;741;50.47;1;0;6;0
3;726;60.47;8;3;4;4
1;68;25.63;21;4;7;1
6;1411;1.38;8;3;6;3
2;1667;58.19;27;8;0;3
1;1667;20.4;19;3;4;1
2;1748;61.76;12;10;8;4
2;1364;36.77;3;6;6;1
4;323;62.58;28;10;5;2
5;111;63.71;8;10;1;5
3;1881;85.49;9;3;9;2
1;429;89.16;25;7;5;5
1;45;94.08;21;0;7;2
2;1543;3.95;4;7;6;1
5;333;91.46;1;5;3;1
5;164;5.61;28;1;5;1
4;1030;11.72;19;3;3;3
5;823;71.85;7;0;3;0
3;264;65.67;30;9;0;1
2;535;53.53;26;6;10;2
3;1277;11.29;8;7;8;1
3;1288;33.97;13;1;5;5
2;943;18.94;14;11;0;5
2;1680;94.38;15;11;10;1
5;271;18.94;19;4;2;5
1;1561;31.61;8;11;0;5
5;1084;68.92;19;2;10;0
1;1312;82.93;13;5;2;0
1;1458;65.7;10;2;1;5
6;837;37.57;7;6;6;2
4;971;62.35;16;4;9;0
2;1637;63.87;9;6;9;3
1;1052;89.1;7;6;9;1
6;420;45.55;19;6;0;4
6;1484;24.22;10;9;3;3
6;283;93.58;16;6;4;3
2;1097;97;25;4;3;3
5;840;3.15;11;2;2;1
5;16;88.17;23;4;3;4
4;1317;100.03;6;8;5;4
3;777;10.58;1;10;6;5
5;1410;59.04;27;4;0;1
4;1330;83.78;18;3;5;1
6;1753;12.39;22;11;10;4
5;848;65.49;25;1;3;5
5;1495;38.3;7;7;10;1
4;1123;54.27;27;0;9;2
6;34;45.55;20;2;6;2
4;356;93.84;23;11;3;3
6;383;56.52;1;2;1;0
4;301;41.01;17;9;5;1
5;64;91.73;13;3;9;4
4;1034;44;19;8;1;2
4;77;67.61;14;0;0;1
5;676;30.89;28;2;0;0
3;1460;79.14;29;2;0;4
4;768;99.01;26;3;7;1
2;942;90.08;25;5;2;2
6;1111;12.61;4;5;5;5
3;1233;67.86;13;10;10;1
5;1681;13.07;1;3;4;4
6;1250;6.67;17;4;5;1
2;654;5.26;4;3;1;0
3;1058;49.26;16;2;9;0
4;732;31.37;18;8;9;0
4;1744;91.69;13;6;8;1
6;1567;30.91;28;3;8;0
1;1413;1.51;29;5;1;3
4;1863;35.79;18;5;8;0
6;471;42.12;23;1;8;2
1;182;31.16;20;0;1;3
1;405;87.55;11;2;7;1
3;330;46.07;4;8;4;4
2;571;22.05;28;2;5;0
3;192;64.39;12;8;7;3
5;252;7.44;5;4;10;3
2;1775;65.05;3;2;6;3
4;698;32.73;10;10;4;5
1;595;61.83;24;5;1;1
1;825;1.7;15;0;3;5
5;770;27.32;26;2;9;1
1;82;90.35;20;6;1;3
1;758;56.24;19;1;7;0
4;467;13.35;15;11;10;3
1;1673;22.9;25;2;1;3
1;586;27.52;23;4;10;1
5;396;78.01;15;0;3;0
5;1644;22.86;6;10;1;0
6;807;92.58;25;7;5;0
1;1009;53.9;10;0;6;3
5;56;92.6;16;8;7;4
1;173;58.23;16;0;10;4
5;781;55.15;30;6;5;1
1;1302;90.55;9;1;1;2
2;92;78.81;15;2;10;1
4;461;19.46;14;1;4;2
2;1682;88.97;16;5;3;4
3;1301;76.62;9;10;8;4
1;55;22.01;15;6;5;3
3;407;10.1;23;9;5;4
2;219;16.77;11;1;4;2
4;655;21.62;2;8;1;2
5;1464;0.57;19;4;3;3
3;856;64.53;14;11;4;5
6;1675;77.34;23;4;8;1
5;1000;88.88;1;3;5;0
3;1402;21.93;4;0;9;0
2;242;36.21;2;8;0;0
6;1674;42.47;8;4;2;4
2;539;50.34;27;11;8;4
3;1291;94.88;20;9;7;1
5;1023;20.4;6;4;6;4
3;994;70.97;15;8;4;5
1;1423;40.64;24;7;8;2
2;650;51.84;30;8;0;0
1;396;32.27;27;1;6;4
2;1261;41.48;16;8;4;0
2;341;57.9;7;10;0;4
1;447;71.1;12;2;4;0
5;136;82.46;13;4;6;4
1;1472;53.6;5;3;6;5
6;1433;77.28;4;1;9;1
4;910;62.29;10;6;9;3
1;1576;49.28;21;9;5;4
6;97;25.72;13;8;0;4
5;1203;65.36;19;1;6;1
4;937;68.97;26;11;8;0
3;377;92.75;8;0;7;3
